CardNum,CardName,ImgURL,Type,CardClass,Color,Level,GrowCost,Cost,Limit,Power,Restriction,Team,Timing,Guard,Coin,Story,LifeBurst,EffectText,BurstText
WDK05-T01,夜明の巫女　タマヨリヒメ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK05/WDK05-T01.jpg,ルリグ,タマ,白,4,《白》×０,-,11,-,-,-,-,0,2,-,0,【常】：あなたの場に《燃盛　遊月・鍵》がいるかぎり、このルリグは【ダブルクラッシュ】を得る。【出】：あなたは手札を好きな枚数捨てる。この方法でカードを１枚以上捨てた場合、捨てたカード１枚につきあなたのデッキから＜遊具＞のシグニ１枚を探して公開し手札に加え、デッキをシャッフルする。【起】《ターン１回》《メインフェイズアイコン》《アタックフェイズアイコン》《白×0》：あなたのデッキの一番上を見る。,-
WDK05-T03,若月の巫女　タマヨリヒメ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK05/WDK05-T03.jpg,ルリグ,タマ,白,2,《白》×１,-,4,-,-,-,-,0,-,-,0,【出】《コインアイコン》：カードを１枚引く。,-
WDK05-T07,クリン・バウンダリー,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK05/WDK05-T07.jpg,アーツ,-,白,-,-,《白》×１,-,-,タマ限定,-,メインフェイズ,0,-,-,0,あなたの＜遊具＞のシグニを２体まで対象とし、それらを手札に戻す。その後、この方法で手札に戻したシグニ１体につき対戦相手のシグニ１体を対象とし、それらを手札に戻す。,-
WDK05-T09,燃盛　遊月・鍵,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK05/WDK05-T09.jpg,キー,-,赤,-,-,《コイン》×２,-,-,-,-,-,0,-,-,0,【常】：あなたのセンタールリグは以下の能力を得る。【起】エクシード１（あなたのルリグの下からカードを１枚ルリグトラッシュに置く）：このターン、対戦相手はレベル１のシグニで【ガード】ができない。【出】：対戦相手のエナゾーンから無色のカードを２枚まで対象とし、それらをトラッシュに置く。【起】このキーを場からルリグトラッシュに置く：対戦相手のエナゾーンからカード１枚を対象とし、それをトラッシュに置く。,-
WDK05-T10,ヴィクティム・ディフェンス,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK05/WDK05-T10.jpg,アーツ,-,無,-,-,《無》×０,-,-,-,-,メインフェイズアタックフェイズ,0,-,-,0,ベット―《コインアイコン》（このアーツを使用する際に《コインアイコン》を支払ってもよい）以下の２つから１つを選ぶ。あなたがベットしていた場合、代わりに２つ選ぶ。①対戦相手のシグニ１体を対象とし、ターン終了時まで、それは「【常】：アタックできない。」を得る。手札を２枚捨てる。（手札が１枚以下で使用した場合すべて捨てる）②あなたのトラッシュからシグニ１枚を対象とし、それを手札に加える。,-
WDK05-T11,師の遊　ユキダルマ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK05/WDK05-T11.jpg,シグニ,精武：遊具,白,4,-,-,-,12000,タマ限定,-,-,0,-,-,1,【自】《ターン１回》：あなたのシグニ１体が場から手札に戻ったとき、対戦相手のシグニ１体を対象とし、《白》を支払ってもよい。そうした場合、それを手札に戻す。【出】：このシグニがデッキから場に出た場合、カードを１枚引くか【エナチャージ１】をする。,：対戦相手のレベル４以下のシグニ１体を対象とし、それを手札に戻す。
WDK05-T12,師の遊　ケロパッチン,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK05/WDK05-T12.jpg,シグニ,精武：遊具,白,4,-,-,-,10000,タマ限定,-,-,0,-,-,0,【出】《白》他のシグニ１体を場からデッキの一番上に置く：対戦相手のシグニ１体を対象とし、それを手札に戻す。,-
WDK05-T13,讃の遊　パックンチョ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK05/WDK05-T13.jpg,シグニ,精武：遊具,白,3,-,-,-,8000,タマ限定,-,-,0,-,-,0,【自】：このシグニがアタックしたとき、このシグニを場から手札に戻してもよい。そうした場合、あなたのデッキの一番上を公開する。それがシグニの場合、それを場に出す。,-
WDK05-T14,讃の遊　ユキガッセン,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK05/WDK05-T14.jpg,シグニ,精武：遊具,白,3,-,-,-,7000,タマ限定,-,-,0,-,-,1,【出】：対戦相手のレベル３以下のシグニ１体を対象とし、あなたのターンにこのシグニがデッキから場に出た場合、それを手札に戻す。,：カードを１枚引く。
WDK05-T15,仁の遊　カマクラ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK05/WDK05-T15.jpg,シグニ,精武：遊具,白,2,-,-,-,5000,タマ限定,-,-,0,-,-,0,【自】：このシグニがアタックしたとき、このシグニを場から手札に戻してもよい。そうした場合、あなたのデッキの一番上を公開する。それがシグニの場合、それをアタックしているシグニとしてダウン状態で場に出す。,-
WDK05-T16,偉智の遊　イトデンワ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK05/WDK05-T16.jpg,シグニ,精武：遊具,白,1,-,-,-,3000,-,-,-,0,-,-,0,-,-
WDK05-T17,偉智の遊　ユキソリ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK05/WDK05-T17.jpg,シグニ,精武：遊具,白,1,-,-,-,1000,-,-,-,0,-,-,1,【出】：あなたのデッキの上からカードを３枚見る。それらを好きな順番でデッキの一番上に戻す。（デッキが２枚以下の場合それらをすべて見る）,：カードを１枚引く。
WDK05-T20,フライング・トリガー,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK05/WDK05-T20.jpg,スペル,-,白,-,-,《白》×０,-,-,タマ限定,-,-,0,-,-,0,以下の２つから１つを選ぶ。①対象のあなたの＜遊具＞のシグニ１体を場からトラッシュに置く。そうした場合、対戦相手は対象の自分のシグニ１体を手札に戻す。②【エナチャージ１】（あなたのデッキの一番上のカードをエナゾーンに置く）,-
WDK05-R01,来夢の巫女　リメンバ・ナイト,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK05/WDK05-R01.jpg,ルリグ,リメンバ,青,4,《青》×０,-,11,-,-,-,-,0,2,-,0,【出】：対戦相手のすべてのシグニを凍結する。【起】《ターン１回》《コインアイコン》：カードを３枚引き、手札からカード２枚を好きな順番でデッキの一番下に置く。,-
WDK05-R02,来夢の巫女　リメンバ・ダスク,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK05/WDK05-R02.jpg,ルリグ,リメンバ,青,3,《青》×２,-,7,-,-,-,-,0,-,-,0,【出】：《コインアイコン》《コインアイコン》を得る。,-
WDK05-R03,来夢の巫女　リメンバ・アフタ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK05/WDK05-R03.jpg,ルリグ,リメンバ,青,2,《青》×１,-,4,-,-,-,-,0,-,-,0,【出】《コインアイコン》：カードを１枚引く。,-
WDK05-R04,来夢の巫女　リメンバ・アリモ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK05/WDK05-R04.jpg,ルリグ,リメンバ,青,1,《青》×０,-,2,-,-,-,-,0,-,-,0,【出】手札を１枚捨てる：《コインアイコン》を得る。（【出】能力の：の左側はコストである。コストを支払わず発動しないことを選んでもよい）,-
WDK05-R05,来夢の巫女　リメンバ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK05/WDK05-R05.jpg,ルリグ,リメンバ,青,0,《青》×０,-,0,-,-,-,-,0,-,-,0,-,-
WDK05-R06,ドロー・パーフェクト,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK05/WDK05-R06.jpg,アーツ,-,青,-,-,《青》×４,-,-,-,-,メインフェイズ,0,-,-,0,カードを７枚引く。,-
WDK05-R08,ブルー・ジャミング,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK05/WDK05-R08.jpg,アーツ,-,青,-,-,《青》×１《無》×１,-,-,-,-,アタックフェイズ,0,-,-,0,対戦相手のシグニ１体を対象とし、それをダウンし凍結する。カードを２枚引き、手札を１枚捨てる。（凍結されたシグニは次の自分のアップフェイズにアップしない）,-
WDK05-R09,フリーズ・サッド,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK05/WDK05-R09.jpg,アーツ,-,青,-,-,《青》×０,-,-,リメンバ限定,-,メインフェイズ,0,-,-,0,対戦相手の凍結状態のすべてのシグニをバニッシュする。,-
WDK05-R11,彩英の探求　ノーベル,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK05/WDK05-R11.jpg,シグニ,精像：英知,青,4,-,-,-,12000,リメンバ限定,-,-,0,-,-,1,【自】：このシグニがアタックしたとき、《青》を支払ってもよい。そうした場合、あなたのデッキの下からカードを２枚トラッシュに置く。その後、この方法でトラッシュに置かれたシグニのレベルの合計と同じレベルの対戦相手のシグニ１体を対象とし、それをバニッシュする。,：対戦相手のシグニ１体を対象とし、それをダウンする。カードを１枚引く。
WDK05-R12,占英の星術　ホロスチャート,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK05/WDK05-R12.jpg,シグニ,精像：英知,青,4,-,-,-,10000,リメンバ限定,-,-,0,-,-,0,【出】：対戦相手のシグニ１体を対象とし、それを凍結する。【出】：対戦相手の場に凍結状態のシグニが３体ある場合、対戦相手は手札を１枚捨てる。（凍結されたシグニは次の自分のアップフェイズにアップしない）（凍結状態のシグニは自分のアップフェイズが終了すると凍結状態ではなくなる）,-
WDK05-R13,社英の業績　カブケン,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK05/WDK05-R13.jpg,シグニ,精像：英知,青,3,-,-,-,8000,-,-,-,0,-,-,0,【自】《ターン２回》：あなたがカードを１枚引いたとき、ターン終了時まで、このシグニのパワーを＋4000する。,-
WDK05-R14,皮英の潤滑　イグ・バナナン,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK05/WDK05-R14.jpg,シグニ,精像：英知,青,3,-,-,-,7000,リメンバ限定,-,-,0,-,-,1,【出】：カードを１枚引き、手札からカード１枚をデッキの一番下に置く。【起】《ターン１回》《青×0》：あなたのデッキの下からカードを２枚トラッシュに置く。その後、この方法でトラッシュに置かれたシグニのレベルの合計が４の場合、対戦相手のシグニを２体まで対象とし、それらを凍結する。（凍結されたシグニは次の自分のアップフェイズにアップしない）,：カードを１枚引く。
WDK05-R15,国英の変動　エンヤス,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK05/WDK05-R15.jpg,シグニ,精像：英知,青,2,-,-,-,5000,-,-,-,0,-,-,0,【自】《ターン１回》：あなたがカードを１枚引いたとき、ターン終了時まで、このシグニのパワーを＋5000する。,-
WDK05-R16,費英の購買　ショウヒゼ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK05/WDK05-R16.jpg,シグニ,精像：英知,青,1,-,-,-,3000,-,-,-,0,-,-,0,-,-
WDK05-R17,国英の変動　エンダカ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK05/WDK05-R17.jpg,シグニ,精像：英知,青,1,-,-,-,1000,リメンバ限定,-,-,0,-,-,1,【出】：カードを１枚引き、手札からカード１枚をデッキの一番下に置く。,：カードを１枚引く。
WDK05-R20,ＦＲＯＺＥＮ　ＦＩＮＧＥＲ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK05/WDK05-R20.jpg,スペル,-,青,-,-,《青》×０,-,-,リメンバ限定,-,-,0,-,-,0,以下の２つから１つを選ぶ。①対象のあなたの＜英知＞のシグニ１体を場からトラッシュに置く。そうした場合、対象の対戦相手の凍結状態のシグニ１体をバニッシュする。②【エナチャージ１】（あなたのデッキの一番上のカードをエナゾーンに置く）,-
WDK06-R01,凛武の記憶　リル,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK06/WDK06-R01.jpg,ルリグ,リル,赤,4,《赤》×０,-,11,-,-,-,-,0,1,-,0,【常】：あなたのターンの間、あなたの＜アーム＞のシグニのパワーを＋3000する。【出】：あなたのデッキの上からカードを３枚見る。その中から＜アーム＞のシグニ１枚を場に出し、残りを好きな順番でデッキの一番下に置く。その後、この方法で場に出たシグニのパワー以下の対戦相手のシグニ１体を対象とし、それをバニッシュする。【出】：あなたの場に《メル＝マドラー》がいる場合、【エナチャージ２】をする。,-
WDK06-R03,切先の記憶　リル,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK06/WDK06-R03.jpg,ルリグ,リル,赤,2,《赤》×１,-,4,-,-,-,-,0,-,-,0,【出】《コインアイコン》：カードを１枚引く。（【出】能力の：の左側はコストである。コストを支払わず発動しないことを選んでもよい）,-
WDK06-R07,火朝月夕,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK06/WDK06-R07.jpg,アーツ,-,赤,-,-,《赤》×２《無》×２,-,-,-,-,メインフェイズアタックフェイズ,0,-,-,0,ベット―《コインアイコン》あなたがベットする場合、このアーツの使用コストは《赤×1》《無×1》になる。対象の対戦相手のシグニ１体をバニッシュする。あなたのトラッシュから対象の赤のシグニ１枚を手札に加える。,-
WDK06-R08,火中取栗,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK06/WDK06-R08.jpg,アーツ,-,赤,-,-,《赤》×０,-,-,リル限定,-,メインフェイズアタックフェイズ,0,-,-,0,ベット―《コインアイコン》以下の２つから１つを選ぶ。あなたがベットしていた場合、代わりに２つ選ぶ。①対象のあなたの《ライズアイコン》を持つシグニ１体よりパワーの低い対象の対戦相手のシグニ１体をバニッシュする。②あなたのデッキから《ライズアイコン》を持つシグニ１枚と＜アーム＞のシグニ１枚を探して公開し手札に加え、デッキをシャッフルする。,-
WDK06-R09,メル＝マドラー,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK06/WDK06-R09.jpg,キー,-,緑,-,-,《コイン》×１,-,-,-,-,-,0,-,-,0,【自】：対戦相手のターン終了時、このターンにアタックしたシグニを２体まで対象とし、このキーを場からルリグトラッシュに置いてもよい。そうした場合、それらをバニッシュする。【出】：【エナチャージ２】【起】《ターン１回》《アタックフェイズアイコン》《緑×0》：シグニ１体を対象とし、ターン終了時まで、それのパワーを＋2000する。,-
WDK06-R11,極装　ハイメイル,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK06/WDK06-R11.jpg,シグニ,精武：アーム,赤,4,-,-,-,13000,リル限定,-,-,0,-,-,1,【ライズ】あなたの赤のシグニ１体の上に置く（この条件を満たさなければ場に出せない）【自】：このシグニがアタックしたとき、対戦相手のシグニ１体を対象とし、このターンにあなたが手札を２枚以上捨てていた場合、それをバニッシュする。【起】《ターン１回》手札を１枚捨てる：カードを１枚引く。,：対戦相手のパワー13000以下のシグニ１体を対象とし、それをバニッシュする。
WDK06-R12,極装　トンファー,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK06/WDK06-R12.jpg,シグニ,精武：アーム,赤,4,-,-,-,10000,リル限定,-,-,0,-,-,0,【出】《赤》《赤》：このターンにあなたが手札を１枚以上捨てていた場合、カードを２枚引く。,-
WDK06-R13,大装　サンセツコン,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK06/WDK06-R13.jpg,シグニ,精武：アーム,赤,3,-,-,-,8000,-,-,-,0,-,-,0,【常】：このターンにあなたが手札を１枚以上捨てていた場合、このシグニのパワーは＋7000される。,-
WDK06-R14,大装　トレット,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK06/WDK06-R14.jpg,シグニ,精武：アーム,赤,3,-,-,-,7000,リル限定,-,-,0,-,-,1,【出】手札から＜アーム＞のシグニを１枚捨てる：あなたのデッキから《ライズアイコン》を持つシグニ１枚を探して公開し手札に加え、デッキをシャッフルする。,：カードを１枚引く。
WDK06-R15,中装　フラムベ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK06/WDK06-R15.jpg,シグニ,精武：アーム,赤,2,-,-,-,5000,-,-,-,0,-,-,0,【常】：このターンにあなたが手札を１枚以上捨てていた場合、このシグニのパワーは＋5000される。,-
WDK06-R16,小装　ククリ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK06/WDK06-R16.jpg,シグニ,精武：アーム,赤,1,-,-,-,3000,-,-,-,0,-,-,0,-,-
WDK06-R17,小装　ヌンチャ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK06/WDK06-R17.jpg,シグニ,精武：アーム,赤,1,-,-,-,1000,リル限定,-,-,0,-,-,1,【出】手札から＜アーム＞のシグニを１枚捨てる：対戦相手のパワー2000以下のシグニ１体を対象とし、それをバニッシュする。,：カードを１枚引く。
WDK06-R20,剣筋の見定め,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK06/WDK06-R20.jpg,スペル,-,赤,-,-,《赤》×０,-,-,リル限定,-,-,0,-,-,0,以下の２つから１つを選ぶ。①あなたの＜アーム＞のシグニ１体を対象とし、それを場からトラッシュに置く。そうした場合、手札を１枚捨て、カードを２枚引く。（手札を捨てられなくてもカードを２枚引く）②【エナチャージ１】（あなたのデッキの一番上のカードをエナゾーンに置く）,-
WDK06-C01,カーニバル　†ＱＡ†,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK06/WDK06-C01.jpg,ルリグ,カーニバル,黒,4,《黒》×０,-,11,-,-,-,-,0,-,-,0,【出】：対戦相手のシグニ１体を対象とし、あなたのトラッシュに＜武勇＞のシグニが１０枚以上ある場合、それをトラッシュに置く。　【起】《ターン１回》デッキの上からカードを３枚トラッシュに置く：対戦相手のシグニ１体を対象とし、ターン終了時まで、それのパワーを－5000する。,-
WDK06-C02,カーニバル　†ＴＡ†,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK06/WDK06-C02.jpg,ルリグ,カーニバル,黒,3,《黒》×２,-,7,-,-,-,-,0,-,-,0,【出】《黒》：《コインアイコン》を得る。,-
WDK06-C03,カーニバル　†ＳＡ†,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK06/WDK06-C03.jpg,ルリグ,カーニバル,黒,2,《黒》×１,-,4,-,-,-,-,0,-,-,0,【出】《コインアイコン》：カードを１枚引く。,-
WDK06-C04,カーニバル　†ＰＡ†,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK06/WDK06-C04.jpg,ルリグ,カーニバル,黒,1,《黒》×０,-,2,-,-,-,-,0,-,-,0,【出】手札を１枚捨てる：《コインアイコン》を得る。（【出】能力の：の左側はコストである。コストを支払わず発動しないことを選んでもよい）,-
WDK06-C05,カーニバル　†０†,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK06/WDK06-C05.jpg,ルリグ,カーニバル,黒,0,《黒》×０,-,0,-,-,-,-,0,3,-,0,-,-
WDK06-C06,フェイト・ストラグル,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK06/WDK06-C06.jpg,アーツ,-,黒,-,-,《黒》×２《無》×２,-,-,カーニバル限定,-,メインフェイズアタックフェイズ,0,-,-,0,このアーツはあなたのトラッシュにカードが２０枚以上ある場合にしか使用できない。対戦相手のシグニを２体まで対象とし、それらをバニッシュする。,-
WDK06-C07,バッド・エンド,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK06/WDK06-C07.jpg,アーツ,-,黒,-,-,《黒》×０,-,-,カーニバル限定,-,メインフェイズ,0,-,-,0,アンコール－《コインアイコン》（アンコールコストを追加で支払って使用してもよい。そうした場合、これは追加で「このカードをルリグデッキに戻す。」を得る）あなたのデッキの上からカードを５枚トラッシュに置く。その後、この方法で黒のカードが５枚トラッシュに置かれた場合、あなたのトラッシュから黒のシグニ１枚を対象とし、それを手札に加える。,-
WDK06-C08,タクティカル・パニッシュ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK06/WDK06-C08.jpg,アーツ,-,黒,-,-,《黒》×０,-,-,-,-,メインフェイズアタックフェイズ,0,-,-,0,対戦相手のシグニ１体を対象とし、ターン終了時まで、それのパワーを－3000する。あなたのトラッシュにカードが１５枚以上ある場合、代わりにターン終了時まで、それのパワーを－8000する。（パワーが０以下のシグニはルールによってバニッシュされる）,-
WDK06-C09,ナナシ　其の鉤,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK06/WDK06-C09.jpg,キー,-,黒,-,-,《コイン》×２,-,-,-,-,-,0,-,-,0,【出】：各プレイヤーは自分のデッキの上からカードを５枚トラッシュに置く。【起】《ターン１回》《黒》《黒》：あなたのトラッシュからあなたのセンタールリグと共通する色を持つシグニ１枚を対象とし、それを手札に加える。【起】《アタックフェイズアイコン》このキーを場からルリグトラッシュに置く：ターン終了時まで、対戦相手のすべてのシグニのパワーを対戦相手のセンタールリグのレベル１につき－2000する。（この能力を使用した後に場に出たシグニはこの効果の影響を受けない）,-
WDK06-C11,魏軍の隻眼　カコウトン,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK06/WDK06-C11.jpg,シグニ,精像：武勇,黒,4,-,-,-,12000,カーニバル限定,-,-,0,-,-,1,【自】：あなたの＜武勇＞のシグニ１体がトラッシュから場に出たとき、対戦相手のシグニ１体を対象とし、ターン終了時まで、それのパワーを－3000する。【自】：このシグニがアタックしたとき、対戦相手のシグニ１体を対象とし、ターン終了時まで、それのパワーを－5000する。あなたのトラッシュにカードが２０枚以上ある場合、代わりにターン終了時まで、それのパワーを－8000する。,：対戦相手のシグニ１体を対象とし、ターン終了時まで、それのパワーを－10000する。
WDK06-C12,円卓の不義　ランスロー,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK06/WDK06-C12.jpg,シグニ,精像：武勇,黒,4,-,-,-,10000,カーニバル限定,-,-,0,-,-,0,【起】《黒》《ダウン》：あなたのトラッシュから黒のシグニ１枚を対象とし、それを場に出す。,-
WDK06-C13,円卓の鷹掴　ガエイン,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK06/WDK06-C13.jpg,シグニ,精像：武勇,黒,3,-,-,-,8000,-,-,-,0,-,-,0,【常】：あなたのトラッシュに＜武勇＞のシグニが５枚以上あるかぎり、このシグニのパワーは＋4000される。,-
WDK06-C14,魏軍の赤弓　カコウエン,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK06/WDK06-C14.jpg,シグニ,精像：武勇,黒,3,-,-,-,7000,カーニバル限定,-,-,0,-,-,1,【出】手札を１枚捨てる：あなたのトラッシュからレベル３以下の＜武勇＞のシグニ１枚を対象とし、あなたのターンの場合、それを場に出す。,：カードを１枚引く。
WDK06-C15,円卓の投槍　パルジファル,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK06/WDK06-C15.jpg,シグニ,精像：武勇,黒,2,-,-,-,5000,-,-,-,0,-,-,0,【常】：あなたのトラッシュに＜武勇＞のシグニが３枚以上あるかぎり、このシグニのパワーは＋3000される。,-
WDK06-C16,魏軍の議郎　ソウジン,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK06/WDK06-C16.jpg,シグニ,精像：武勇,黒,1,-,-,-,3000,-,-,-,0,-,-,0,-,-
WDK06-C17,魏軍の両斧　チョウリョウ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK06/WDK06-C17.jpg,シグニ,精像：武勇,黒,1,-,-,-,1000,カーニバル限定,-,-,0,-,-,1,【出】：あなたの他の＜武勇＞のシグニ１体を対象とし、ターン終了時まで、それのパワーをあなたのトラッシュにある＜武勇＞のシグニ２枚につき＋1000する。この効果は２０枚までしか適用されない。,：カードを１枚引く。
WDK06-C20,リサイクル・デッズ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK06/WDK06-C20.jpg,スペル,-,黒,-,-,《黒》×０,-,-,カーニバル限定,-,-,0,-,-,0,以下の２つから１つを選ぶ。①あなたの＜武勇＞のシグニ１体を対象とし、それを場からトラッシュに置く。そうした場合、あなたのデッキの上からカードを２枚トラッシュに置く。その後、あなたのトラッシュから＜武勇＞のシグニ１枚を対象とし、それを場に出す。②【エナチャージ１】（あなたのデッキの一番上のカードをエナゾーンに置く）,-
WDK07-E01,エルドラ　ＴＹＰＥ×Ⅳ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK07/WDK07-E01.jpg,ルリグ,エルドラ,青,4,《青》×０,-,11,-,-,-,-,0,2,-,0,【デコレ】【出】：【エナチャージ１】をする。この方法で＜調理＞のシグニがエナゾーンに置かれた場合、カードを１枚引く。【起】《ターン１回》《コインアイコン》《コインアイコン》《コインアイコン》：手札から＜調理＞のシグニを１枚捨てる。そうした場合、あなたのデッキの一番上のカードをライフクロスに加える。,-
WDK07-E02,エルドラ　ＴＹＰＥ×Ⅲ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK07/WDK07-E02.jpg,ルリグ,エルドラ,青,3,《青》×２,-,7,-,-,-,-,0,-,-,0,【デコレ】（あなたの＜調理＞のシグニ１体を対象とし、手札から＜調理＞のシグニ１枚をそれの【アクセ】にする。これはコストが《青×0》の【起】能力で、１ターンに一度しか使用できない）（【アクセ】はシグニ１体に１枚までしか付けられない）【出】：《コインアイコン》《コインアイコン》を得る。,-
